hex,98-134,97-127,96-121,90-115,85-110,82-104,73-99,7-16,65-91,64-87,62-83,59-78,56-72,50-66,48-62,4-11,39-58,353-523,350-519,35-52,349-514,344-509,343-504,342-498,341-494,336-488,333-483,331-478,33-47,328-473,327-465,325-458,324-453,323-448,320-442,314-437,312-432,310-426,309-420,30-41,3-5,299-415,297-411,295-406,294-402,290-398,288-393,287-386,285-381,284-377,282-373,278-368,274-363,269-358,265-354,263-350,260-345,253-340,252-335,248-332,237-328,236-322,235-316,230-311,225-306,224-303,222-299,22-35,219-293,218-287,217-283,215-279,21-31,204-274,199-267,194-262,187-257,177-252,176-247,170-243,169-237,168-233,166-229,159-224,153-218,149-212,137-207,136-200,134-195,133-189,127-184,126-177,122-167,12-27,111-161,11-21,109-156,106-151,102-146,101-140,random,total
ID511,21,30,2,2,18,0,64,0,4,1,3,48,6,19,0,82,40,0,6,30,0,109,12,0,12,6,0,0,2,3,4,3,12,1,1,13,0,0,0,7,0,0,0,9,1,0,5,0,0,2,0,0,8,0,2,0,0,0,0,0,147,0,17,3,3,25,9,5,19,132,7,31,2,0,15,0,68,0,0,2,28,101,3,13,11,3,42,14,9,4,3,24,138,1,0,194,0,0,0,0,15,5040
ID512,1772,79,7,121,490,56,936,0,35,4,31,650,7,69,3,803,111,0,34,3758,37,794,41,1,57,38,5,2,9,22,36,12,52,48,5,119,1,13,0,74,44,8,6,84,66,2,168,2,1,17,10,4,107,30,35,15,5,4,1,1,11549,13,109,23,7,178,125,3,224,1270,22,837,21,1,63,6,542,14,0,24,251,1506,41,45,113,297,1765,11,38,209,38,78,9676,39,3,674,0,8,9,11,218,124551
ID513,71,5,4,30,57,3,251,0,632,4,2,112,0,144,1,241,28,0,8,160,7,41,1,3,15,14,0,2,1,4,9,12,7,0,0,19,0,1,0,8,14,5,0,14,26,2,30,0,0,0,1,3,21,3,20,4,2,1,1,3,172,1,35,5,1,33,38,0,48,1808,18,229,3,0,45,2,144,0,0,5,35,434,15,6,36,16,443,45,2,8,14,127,898,7,0,168,0,4,5,11,52,20623
ID514,158,19,20,238,201,0,776,2,285,36,16,171,5,403,4,805,244,0,18,146,36,189,39,0,36,129,1,5,6,28,54,14,34,0,6,98,0,11,0,75,104,34,7,59,84,6,229,0,0,23,3,3,104,4,105,11,1,11,0,2,178,1,216,52,4,107,215,3,214,39111,133,282,6,2,140,4,468,6,1,13,204,2377,269,63,175,60,1681,122,31,37,22,48,329,20,0,179,4,64,4,578,152,157753
ID515,19,7,0,14,57,0,272,1,17,3,2,47,0,49,0,121,26,0,11,23,6,13,0,0,10,25,0,1,0,2,7,0,6,1,0,19,0,0,0,4,29,3,1,10,18,0,19,1,0,0,1,2,14,1,5,0,1,1,0,0,19,0,29,11,3,32,14,1,38,2318,352,61,3,0,20,0,102,1,0,4,22,432,23,21,20,8,190,42,2,7,0,5,20,2,0,43,0,1,6,37,37,13817
ID516,35,6,3,36,40,0,330,0,15,2,2,68,1,16,0,291,7,0,3,37,2,32,7,0,17,3459,0,2,9,27,19,11,10,0,1,16,0,0,0,15,11,35,0,35,85,0,37,0,0,1,5,0,30,0,13,1,0,1,0,0,15,3,23,357,3,82,23,0,154,441,27,67,15,0,23,0,139,1,0,14,18,158,50,21,50,0,128,17,63,50,0,57,1,3,0,35,0,7,0,12,29,20138
ID517,6,5,1,11,5,0,118,0,0,2,1,4,0,1,1,55,0,0,0,5,0,4,3,0,0,93,0,0,0,13,6,7,0,0,0,3,0,1,0,0,0,0,0,15,1,0,6,0,0,0,1,0,4,0,2,0,0,0,0,0,2,0,5,42,0,7,2,0,12,11,2,17,1,0,17,0,25,0,0,0,2,18,2,47,5,2,18,0,7,2,0,1,0,1,0,1,0,3,0,3,4,1898
ID518,605,9882,3611,754,1024,100,2050,30,77,90,85,897,59,41,3,2046,156,0,29,525,39,441,90,10,105,517,20,31,64,2129,2859,807,123,4,70,530,2,30,4,251,36,61,9,255,315,53,1388,15,4,79,39,24,391,0,421,113,12,17,1,87,243,148,257,289,52,521,479,6,713,1433,266,482,59,4,481,22,1790,10,14,79,350,1901,663,6688,536,149,886,47,172,192,4,114,482,72,28,537,25,128,22,53,777,157886
ID519,150,201,57,125,220,7,900,10,31,6,23,361,8,46,0,2364,70,0,16,128,3,75,31,4,42,91,1,6,11,278,140,68,16,0,20,84,2,8,0,21,42,6,8,135,117,39,307,21,0,17,136,25,160,2,100,9,0,5,1,22,32,22,150,149,6,92,95,2,170,452,273,213,9,1,199,9,1344,1,4,36,90,448,296,2430,265,36,461,13,48,58,8,10,36,14,53,179,1,28,6,5,144,43260
ID52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID520,16,1208,2,17,22,0,136,2,26,0,1,42,0,0,1,140,8,0,0,36,2,7,6,0,6,28,0,0,1,5,66,9,1,0,0,14,0,0,0,1,0,0,0,10,11,23,48,1,0,1,1,0,26,0,23,2,0,0,0,19,8,4,4,22,3,16,8,0,27,55,94,45,2,1,13,0,112,1,1,3,22,31,20,75,14,3,29,1,1,0,0,2,5,6,2,25,0,5,2,2,35,7834
ID521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ID525,30,1,1,3,13,0,80,1,1,1,0,46,2,0,0,63,140,0,3,27,0,15,1,0,1,0,0,4,3,11,1,1,2,0,71,63,1,0,0,19,0,3,0,31,12,1,15,14,0,20,6,0,56,1,3,3,0,5,0,0,4,19,7,0,11,146,22,0,42,144,2,18,1,0,5,20,266,0,0,2,14,39,6,2,23,0,63,2,2,4,6,1,6,11,0,42,11,6,7,0,4,5040
ID526,58,52,0,3,139,1,105,0,0,3,3,72,9,2,1,178,94,0,7,32,2,23,5,0,8,2,0,5,1,5,6,0,8,0,11,138,1,10,0,51,4,2,4,69,20,2,32,2,0,27,5,0,123,2,7,1,0,26,2,0,7,0,32,0,47,386,13,0,36,44,17,30,0,0,10,2,345,19,0,8,13,55,22,3,45,1,59,0,15,90,2,9,6,45,0,173,3,5,24,1,31,8505
ID527,16,2,1,19,31,0,50,0,4,1,1,59,9,11,0,82,52,0,5,9,0,17,10,0,5,2,0,0,0,4,8,3,5,0,13,240,1,3,0,26,0,0,1,21,15,0,15,0,0,15,2,0,49,1,3,2,0,18,1,0,2,3,12,0,173,139,5,0,36,32,3,17,3,0,9,3,137,1,0,4,15,407,6,0,34,6,25,2,8,1,2,2,5,10,0,81,1,2,6,0,19,5523
ID528,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,2,0,0,0,0,5,0,0,0,0,35,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,158
ID529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ID53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ID531,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
ID532,69,13,15,38,81,2,260,0,6,3,4,112,101,13,0,201,143,0,8,56,3,30,40,0,24,1,19,5,4,33,9,2,18,0,7183,197,0,9,0,1823,0,9,0,91,64,0,16,0,0,29,14,0,278,1,12,0,0,8,2,0,17,1,40,10,61,226,48,10,149,93,19,71,14,0,26,159,562,7,0,18,23,164,16,10,100,5,97,4,66,3,2,6,12,90,0,174,0,22,76,2,67,39669
ID533,7,0,0,21,7,0,13,0,0,0,1,8,6,0,0,10,5,0,0,7,0,12,6,0,2,1,0,0,0,4,1,0,1,0,42,9,0,0,0,25,0,2,0,7,5,0,3,1,0,4,0,0,16,0,0,1,0,2,0,0,1,1,5,8,1,10,26,0,7,5,0,5,0,0,3,1,27,1,0,2,6,26,1,0,8,2,6,0,1,6,0,0,42,0,0,37,0,0,0,0,6,1394
ID534,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,68
ID535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID536,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
ID537,4,2,0,12,6,0,82,0,2,0,4,7,55,0,0,5,3,0,1,4,0,146,20,0,0,0,1,0,1,0,0,2,0,0,1,7,0,0,0,7,1,3,0,9,1,0,2,0,0,0,1,1,6,0,6,0,0,9,0,0,2,0,1,2,1,12,2,0,16,25,1,5,3,1,25,9,32,3,0,0,3,11,1,2,8,0,10,4,4,2,1,1,10,0,0,4,0,0,6,2,2,1836
ID538,3,0,0,2,1,1,30,0,0,0,14,6,0,3,0,3,1,0,2,4,0,0,3,0,12,3,0,0,0,0,2,1,1,0,0,3,0,2,0,8,0,0,0,2,3,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,2,0,3,4,4,0,9,5,0,3,5,0,1,1,8,1,0,0,0,2,2,0,4,0,5,0,1,4,0,0,0,1,0,21,0,0,11,0,4,661
ID539,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69
ID54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID540,29,0,0,0,0,1,7,0,1,0,3,4,0,0,0,4,1,0,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0,4,3,0,5,0,0,2,0,4,0,0,0,1,5,0,1,0,0,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,390
ID541,2,1,0,1,4,0,10,0,1,0,40,5,1,1,0,34,2,0,4,2,0,1,7,0,0,0,0,0,2,0,0,0,1,0,3,2,0,0,0,3,0,0,0,0,13,0,1,0,0,0,0,0,2,18,0,0,0,0,0,0,10,1,13,0,0,7,1,0,31,1,0,2,0,0,2,0,8,0,0,1,20,10,10,0,8,0,23,0,3,9,0,3,0,1,0,3,0,2,0,0,2,977
ID542,4,3,0,9,6,0,24,0,0,0,32,7,3,1,0,15,4,0,2,7,0,3,1,0,1,0,0,0,1,0,2,1,2,0,0,6,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,7,5,0,0,0,0,0,0,3,0,5,0,0,3,2,0,17,6,0,2,0,0,8,0,19,0,0,0,3,15,6,1,5,0,34,0,5,14,0,3,0,1,0,10,0,0,1,0,8,964
ID543,59,19,0,46,410,0,311,1,64,5,2557,108,9,25,1,266,49,0,15,75,14,117,34,0,58,6,0,0,10,165,38,3,139,0,3,146,3,1,3,26,4,67,0,52,132,0,55,1,6,9,5,0,58,34,27,1,7,4,0,2,41,33,29,5,58,123,132,0,140,184,11,63,8,0,75,2,258,2,0,9,87,230,46,18,386,22,153,0,217,181,9,515,19,21,0,142,1,7,13,23,42,25598
ID544,14,5,0,5,18,0,51,0,4,0,33,20,2,4,0,61,14,0,11,11,0,50,5,0,18,4,0,0,2,9,5,5,5,0,0,15,0,3,0,3,0,0,0,19,14,0,4,0,0,0,0,0,19,2,8,1,0,5,0,0,10,2,39,0,0,23,15,0,59,77,4,39,8,0,13,0,100,2,0,7,23,85,2,2,21,0,33,0,16,68,0,2182,23,10,1,105,0,2,1,1,31,11629
ID545,20,11,10,13,39,24,114,2,1,2,50,63,3,11,0,162,57,0,66,24,0,139,10,0,29,4,1,2,8,5,13,51,8,1,4,26,1,1,0,10,0,6,0,25,75,0,19,0,0,5,2,0,27,8,5,0,0,6,0,0,30,0,24,3,3,96,16,0,134,137,6,45,5,0,17,3,123,1,0,10,42,138,11,5,156,6,76,0,67,97,0,3577,108,7,1,146,5,3,1,1,29,20999
ID546,22,1,0,9,50,0,77,0,4,0,21,62,3,1,0,131,74,0,4,17,0,201,6,0,21,1,0,1,2,7,2,1,13,1,2,18,0,3,0,16,0,3,0,21,39,6,27,1,0,3,1,0,15,19,3,2,0,1,0,0,56,0,13,5,0,52,25,0,37,90,3,38,4,0,19,2,182,0,1,1,37,88,8,3,41,1,24,1,39,16,1,592,24,6,0,284,0,4,1,1,24,12649
ID547,15,6,2,19,33,0,84,0,3,2,7,30,5,2,0,142,64,0,9,16,1,71,9,0,13,1,0,0,0,1,3,2,3,3,1,9,0,2,0,5,0,3,1,6,9,1,9,0,0,54,0,0,10,2,12,1,0,0,0,0,21,0,7,0,6,21,8,0,21,47,11,34,0,0,29,0,99,0,0,0,39,110,5,6,19,4,34,2,10,9,0,212,21,2,0,329,5,18,1,0,17,6183
ID548,203,25,7,123,517,3,403,0,34,7,28,224,6,6,1,863,493,0,34,249,7,263,34,0,39,6,0,12,9,16,36,19,33,14,0,55,0,23,1,49,4,5,7,38,70,0,100,1,0,15,0,3,71,0,38,19,1,3,0,3,287,2,117,8,7,140,85,0,183,430,31,298,23,0,34,4,550,0,2,6,148,881,34,8,182,66,344,6,34,72,5,182,341,31,0,3125,1,30,6,3,104,35981
ID549,55,5,1,40,66,0,137,0,4,0,3,65,14,66,0,184,219,0,3,104,0,112,8,0,8,1,0,1,2,6,10,4,3,495,1,19,1,1,0,5,5,4,2,11,17,0,51,1,0,7,0,0,24,0,4,2,0,0,0,0,669,4,30,13,0,71,20,3,53,166,5,348,8,0,17,1,151,3,1,3,72,343,28,1,48,9,125,3,7,2,9,18,1006,1,1,1148,0,3,0,5,40,18747
ID55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID550,53,3,0,27,89,1,138,0,6,2,1,152,0,15,0,134,34,0,4,268,2,59,9,0,46,2,0,0,0,11,10,4,10,8,0,30,0,6,0,26,2,3,0,74,17,0,284,0,0,6,0,0,31,3,9,13,0,0,0,0,668,0,52,6,1,22,12,0,34,386,16,342,41,1,47,2,258,1,0,3,60,668,9,28,38,25,445,2,6,1,562,16,1947,4,0,256,0,1,1,6,47,22170
ID551,75,5,0,99,88,0,284,0,34,3,11,40,2,56,0,308,74,0,11,81,19,53,17,0,7,1,0,1,1,0,6,3,6,0,2,19,0,1,0,5,30,9,1,16,26,0,34,0,0,2,0,0,25,0,8,2,0,0,0,0,55,0,225,6,5,44,32,0,44,2876,37,58,0,0,25,1,143,1,0,0,94,1762,11,1,34,4,358,54,4,2,5,8,71,1,3,48,2,5,2,54,42,21260
ID552,70,6,6,50,75,5,334,0,84,4,12,63,2,238,8,461,70,0,9,100,46,48,38,0,26,95,1,2,3,10,54,7,26,1,1,23,0,2,0,52,150,1,3,23,28,0,29,0,0,9,4,2,30,27,21,4,0,0,0,0,68,9,91,24,2,47,29,2,169,6871,76,139,11,0,39,1,286,3,0,13,96,1548,17,6,68,29,521,390,20,19,1,8,55,14,1,95,0,32,8,59,85,38529
ID553,67,31,5,91,206,2,599,1,47,3,23,109,1,37,0,535,106,0,33,71,15,49,31,0,34,122,0,4,15,10,28,16,12,5,1,30,2,6,0,1,2141,7,4,46,43,5,233,4,0,4,6,0,60,40,22,2,1,0,0,0,33,2,333,687,7,144,45,0,105,5550,58,392,14,0,92,2,315,0,0,6,80,1607,186,24,92,27,170,3112,28,4,0,15,31,25,3,126,0,16,2,40,103,54054
ID554,86,38,11,226,265,2,768,1,71,8,39,219,3,107,0,1017,95,0,11,2771,29,73,97,0,28,328,0,10,11,145,72,30,46,1,0,190,0,5,0,14,27,5,1,61,55,3,274,2,2,5,8,53,125,2,46,6,2,1,0,31,27,2,78,14132,5,113,65,1,143,606,80,292,10,5,107,1,556,2,3,5,145,522,159,31,133,81,182,49,351,114,1,11,64,13,3,109,0,66,5,25,102,77855
ID555,26,9,0,17,118,0,198,0,28,3,7,59,3,200,0,307,3,0,2,21,1,45,24,2,10,3,0,7,3,25,24,8,17,0,14,21,0,2,0,11,14,0,1,20,27,2,73,1,0,2,6,3,37,0,9,3,0,12,0,2,46,2,8,196,0,85,23,0,17,145,47,38,3,0,32,1,145,0,3,11,19,190,40,75,37,6,48,10,2,8,2,47,21,7,3,34,0,10,2,1,30,8343
ID556,76,58,4,130,220,3,611,2,74,7,12,159,12,229,1,698,164,0,10,82,2,59,229,0,32,50,0,2,20,42,197,23,20,0,0,79,0,10,0,6,2,2,0,50,44,78,280,3,0,6,0,1,81,0,35,3,1,4,0,27,25,5,26,322,0,127,29,0,96,267,263,168,5,1,108,4,449,2,2,18,52,620,82,258,75,15,171,7,13,10,1,22,30,9,6,146,0,10,5,1,81,21895
ID557,260,171,79,368,673,62,1788,9,858,17,123,851,12,65,3,1748,202,0,32,234,43,133,150,3,88,76,3,21,44,189,4577,117,66,0,21,343,2,17,9,49,5,4,10,169,131,2340,929,15,0,19,12,57,285,0,159,34,65,16,0,1605,55,112,180,439,76,302,134,9,347,908,2676,652,22,1,302,16,1694,1,37,116,229,1422,206,260,610,47,948,13,64,40,0,46,84,173,54,403,3,69,14,17,486,92724
ID558,4,8,0,16,29,0,180,4,6,1,1,73,2,3,0,175,3,0,3,7,0,17,6,0,2,19,0,5,17,12,27,6,15,0,3,13,0,0,0,2,0,0,0,22,13,3,33,2,0,0,1,1,21,0,5,1,7,0,0,7,4,1,6,5,3,16,5,0,24,72,78,69,1,0,18,0,160,1,67,3,11,39,11,18,27,5,67,0,3,1,0,3,1,4,2,15,0,2,0,1,80,4564
ID559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID564,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,8,1,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,0,0,0,0,4,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,180
ID565,6,1,0,0,2,0,30,0,0,2,0,23,1,0,0,19,19,0,0,6,0,5,2,0,1,0,0,0,0,0,2,0,0,0,2,19,0,0,0,2,0,1,0,10,3,0,1,1,0,7,0,0,30,0,0,0,0,2,0,0,1,0,4,1,6,90,2,0,7,5,8,5,0,0,5,2,52,0,0,2,6,24,1,0,11,0,1,0,11,0,0,2,3,2,0,23,0,1,0,0,6,1321
ID566,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118
ID567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49
ID569,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,11,1,0,1,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0,10,0,0,0,0,1,241
