hex,98-134,97-127,96-121,90-115,85-110,82-104,73-99,7-16,65-91,64-87,62-83,59-78,56-72,50-66,48-62,4-11,39-58,353-523,350-519,35-52,349-514,344-509,343-504,342-498,341-494,336-488,333-483,331-478,33-47,328-473,327-465,325-458,324-453,323-448,320-442,314-437,312-432,310-426,309-420,30-41,3-5,299-415,297-411,295-406,294-402,290-398,288-393,287-386,285-381,284-377,282-373,278-368,274-363,269-358,265-354,263-350,260-345,253-340,252-335,248-332,237-328,236-322,235-316,230-311,225-306,224-303,222-299,22-35,219-293,218-287,217-283,215-279,21-31,204-274,199-267,194-262,187-257,177-252,176-247,170-243,169-237,168-233,166-229,159-224,153-218,149-212,137-207,136-200,134-195,133-189,127-184,126-177,122-167,12-27,111-161,11-21,109-156,106-151,102-146,101-140,random,total
ID312,2,1,0,0,4,0,5,0,0,1,0,5,2,1,0,11,5,0,0,2,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,8,0,0,0,2,0,2,0,4,13,0,9,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,8,6,0,21,92,0,3,5,0,1,13,31,0,0,1,4,22,0,5,22,1,11,0,3,8,0,1,1,2,0,8,0,0,0,0,7,1083
ID313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35
ID314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,45
ID315,4,0,0,2,3,0,12,0,0,0,0,6,47,0,0,30,2,0,1,4,0,1,1,0,1,0,0,0,0,2,2,0,2,0,0,6,0,0,0,0,0,109,0,6,63,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,18,9,0,109,5,1,6,11,0,1,1,24,0,0,4,5,4,1,1,13,0,10,0,7,2,2,0,2,0,0,8,0,0,0,0,5,1495
ID316,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,6,0,4,1,0,0,0,6,0,1,0,0,0,0,0,716
ID317,113,0,0,4,9,0,59,0,0,1,0,12,3,4,0,127,7,0,2,135,0,4,4,0,8,13,0,0,6,2,3,0,8,0,6,10,0,0,6,8,0,17,0,3,132,0,7,0,0,0,0,0,5,3,3,2,0,1,0,0,4,0,9,2,4,6,18,0,3706,15,2,11,11,0,4,2,19,0,0,2,10,32,6,1,29,0,22,0,55,25,0,17,3,0,0,5,0,0,1,4,10,13889
ID318,103,11,1,99,191,2,284,4,3,3,13,77,35,6,0,573,95,0,9,93,0,53,15,0,97,173,4,1,38,15,10,5,20,0,3,73,0,5,14,25,4,121,39,58,653,0,53,0,1,10,7,2,64,12,112,32,0,12,0,0,16,0,63,2,8,88,144,1,55937,157,12,129,167,0,70,17,253,0,1,11,40,333,61,9,328,35,350,4,269,214,1,195,36,21,16,163,5,9,61,14,74,186071
ID319,31,5,25,31,48,3,73,0,7,1,3,50,1,16,1,165,25,0,7,25,1,22,4,0,71,3,0,1,4,2,2,1,8,3,3,16,0,2,352,4,0,31,0,33,140,17,32,0,3,3,2,1,37,7,17,27,0,2,0,1,1,0,31,14,0,76,44,0,8733,88,13,39,26,0,17,3,139,0,0,16,13,73,12,0,55,2,77,1,438,54,2,16,13,11,1,80,0,10,1,2,34,34247
ID32,3,2,1,3,6,0,29,0,0,0,1,77,2,0,0,48,3,0,1,2,0,0,3,0,4,0,0,0,0,0,3,0,1,0,0,3,0,0,0,2,0,7,0,22,151,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0,2,0,0,10,3,0,227,16,2,6,14,0,0,1,55,0,0,23,4,14,2,0,19,1,5,0,5,5,0,5,2,0,0,27,0,1,0,1,15,2357
ID320,56,7,0,40,68,2,134,1,3,0,2,55,4,3,0,153,40,0,44,54,1,31,4,0,19,0,0,0,3,14,3,7,14,4,0,19,0,3,2,3,1,35,0,24,57,1,34,0,3,3,1,0,24,7,35,11,0,2,0,0,5,1,53,0,0,25,111,0,1925,62,11,24,32,3,13,1,92,2,0,5,5,78,8,2,142,3,90,1,19,40,0,12,7,2,0,46,0,3,2,1,19,11506
ID321,7,0,0,1,7,0,19,0,0,2,3,15,0,0,0,43,1,0,3,6,0,4,2,0,2,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,0,0,0,7,6,0,9,0,2,0,0,0,4,0,2,2,0,0,0,0,0,1,4,1,1,3,30,0,24,5,3,14,2,0,1,0,26,1,0,0,0,19,3,2,29,1,17,1,5,4,0,50,0,2,0,15,0,2,0,1,5,1297
ID322,9,0,0,6,12,0,18,0,0,0,0,5,0,2,0,49,7,0,0,8,0,1,3,0,1,0,0,0,8,1,0,0,2,0,0,1,0,0,0,0,0,2,0,3,26,0,2,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,7,0,0,7,46,0,9,23,0,1,3,0,1,0,22,0,0,1,0,26,2,0,32,0,29,0,0,0,0,0,1,1,0,5,0,0,0,0,25,1154
ID323,16,0,0,60,44,1,151,0,0,0,1,27,0,13,0,150,8,1,2,11,0,12,2,0,5,0,0,0,2,2,1,0,19,0,0,5,0,9,0,2,0,2,1,5,13,1,28,0,0,0,0,0,8,2,9,2,0,1,0,0,2,0,26,0,0,8,225,0,34,8,11,8,4,0,16,1,39,4,0,3,4,18,31,2,61,1,112,1,3,4,0,12,0,1,0,89,0,2,2,29,23,4229
ID324,49,0,0,12,100,0,100,0,1,1,0,12,0,1,5,304,3,0,17,36,0,3,2,0,6,0,0,0,0,3,4,0,33,0,0,29,0,0,0,1,0,1,0,5,7,0,8,0,0,0,0,0,5,0,9,2,0,0,0,0,5,0,30,1,1,14,292,1,21,28,0,9,4,0,7,2,50,6,0,8,6,23,8,0,95,5,197,0,1,2,0,1,4,2,0,5,0,1,0,0,14,4855
ID325,35,1,0,50,80,0,27,0,2,1,0,10,1,0,5,306,2,0,0,20,0,1,6,0,2,0,0,0,0,5,2,1,94,0,0,11,0,2,0,1,1,0,0,7,3,0,4,0,0,0,1,0,6,1,6,0,0,0,0,0,0,0,59,0,0,6,108,6,20,27,0,11,2,0,6,2,45,0,0,23,2,210,4,0,91,11,71,0,1,0,0,0,10,0,0,13,0,0,0,0,25,4132
ID326,290,5,1,92,379,7,243,1,4,1,5,46,6,12,59,1191,23,0,4,202,1,29,18,0,19,2,0,0,5,12,6,7,573,0,0,56,0,43,0,23,0,7,0,31,180,1,29,1,0,3,0,1,35,0,38,4,0,1,0,0,15,2,130,15,0,53,255,21,122,196,11,48,16,0,30,6,90,3,3,1045,32,350,27,7,246,38,1089,2,7,8,1,5,42,4,0,52,0,3,0,10,47,22151
ID327,982,87,12,166,816,14,248,0,16,6,3,40,3,7,2129,1269,64,1,14,737,4,20,9,0,13,14,1,0,7,13,7,54,105,0,1,36,1,12,1,4,1,5,2,19,51,0,51,0,1,5,0,0,36,0,34,1,0,1,0,0,4,2,149,3,1,42,187,5,63,197,7,73,38,1,22,1,157,0,4,42,20,218,71,3,181,17,497,1,6,8,0,8,5,1,1,47,0,8,1,44,73,25884
ID328,346,1,0,80,96,0,210,0,1,4,0,3,0,3,14,320,7,0,1,255,1,11,6,0,3,7,0,0,0,6,0,0,12,1,0,3,0,0,0,1,0,1,0,4,13,0,14,0,0,0,1,0,16,0,60,1,0,0,0,0,3,0,81,2,1,44,27,0,20,20,1,11,14,0,39,1,25,0,2,7,3,33,34,3,32,6,88,0,2,1,0,1,5,1,0,2,0,2,0,18,14,6027
ID329,596,11,4,195,394,1,1114,1,2,43,2,134,6,18,16,712,24,0,15,409,0,15,32,0,23,12,1,2,2,59,14,8,36,1,0,49,0,9,0,6,9,2,0,45,13,0,83,1,0,13,3,0,478,1,2262,10,0,0,0,0,21,1,1331,23,1,71,87,2,125,206,41,89,14,6,207,9,232,3,4,15,49,584,108,20,180,29,231,1,14,14,0,5,20,6,3,40,0,19,8,54,65,29817
ID33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID330,718,39,9,677,703,0,2915,4,12,229,17,281,12,134,6,1467,54,2,44,504,14,121,103,1,30,39,5,3,6,279,45,90,48,0,1,94,0,5,0,34,9,6,5,78,80,5,300,0,1,7,4,37,381,1,1245,18,13,4,1,6,49,9,441,42,13,121,129,6,177,849,86,179,23,5,960,4,876,0,2,43,155,680,316,106,230,80,534,10,16,47,2,51,117,30,19,250,0,28,9,207,139,52290
ID331,64,2,0,47,59,0,856,0,3,2,0,36,1,5,0,165,4,0,4,48,0,17,3,1,10,11,0,0,0,23,5,19,5,0,0,10,0,5,0,0,0,2,0,8,8,0,67,0,0,0,1,28,82,0,421,3,0,0,0,0,2,0,85,2,0,34,20,0,13,60,4,40,1,0,189,3,96,0,0,6,5,88,51,4,44,2,71,0,0,20,0,1,15,2,0,20,0,4,0,5,19,8378
ID332,91,8,0,47,65,1,598,1,8,1,0,57,0,1,0,140,6,0,3,36,0,7,4,0,2,3,0,0,1,31,3,6,2,0,0,16,0,3,0,2,0,3,3,33,3,0,58,0,0,0,1,0,24,0,59,5,0,0,0,0,5,0,31,1,2,22,24,0,33,118,20,24,5,0,141,2,308,0,0,9,10,39,189,22,23,29,120,0,2,6,0,1,1,3,7,21,0,3,1,2,19,7617
ID333,6,1,0,5,3,0,84,0,0,0,0,5,0,8,0,21,1,0,2,6,0,2,0,0,1,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,11,0,1,0,0,44,1,16,0,0,0,0,5,24,1,4,1,2,0,0,0,0,3,0,0,0,2,0,1,0,0,3,869
ID334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ID338,8,1,0,3,333,0,31,0,0,7,0,18,4,0,0,20,24,0,1,7,0,8,2,0,5,1,0,3,0,0,3,0,1,2,4,109,2,0,0,13,0,0,0,9,29,1,8,0,0,21,0,0,85,1,4,4,0,7,0,0,3,0,3,0,3,200,18,0,20,17,2,15,2,0,4,5,67,0,0,3,6,48,1,0,12,2,39,0,0,9,9,1,0,9,0,51,17,2,1,0,12,3797
ID339,67,20,2,163,91,4,288,2,5,3,5,471,28,13,0,402,155,0,9,67,0,62,19,0,21,4,6,3,3,25,40,6,19,0,36,1948,9,5,0,117,0,7,29,188,37,2,111,0,0,87,30,4,1321,1,24,3,36,38,21,1,22,5,35,16,42,589,40,4,155,331,98,571,22,0,27,17,1070,4,0,47,86,494,119,21,138,30,223,1,11,19,9,31,33,71,1,678,15,11,20,14,127,32891
ID34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID340,6,4,0,12,14,0,43,0,0,0,0,89,1,0,0,45,3,0,3,2,0,2,2,0,2,2,0,0,0,3,5,0,1,0,0,302,1,3,0,10,0,0,0,8,1,0,1,0,0,1,0,0,81,1,3,0,0,6,0,0,1,3,1,0,5,23,6,0,10,25,22,12,2,0,1,1,103,0,0,10,5,22,2,1,8,1,18,0,1,2,0,2,1,231,0,39,0,4,2,1,11,3632
ID341,0,1,0,1,2,0,7,0,0,0,0,4,1,0,0,14,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,3,7,9,5,0,0,0,1,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,296
ID342,0,0,0,0,0,0,2,0,0,0,0,10,1,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,30,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,7,2,0,0,0,1,8,0,0,0,1,3,0,0,2,0,11,0,0,1,0,0,0,6,0,5,0,0,0,0,1,387
ID343,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,1,0,0,0,1,7,0,0,0,3,2,0,0,2,0,6,0,0,1,0,0,0,3,0,5,0,0,0,0,0,154
ID344,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,6,0,0,0,1,4,0,0,1,0,2,1,2,0,0,0,0,8,0,9,0,0,0,0,0,186
ID345,1,2,0,0,1,0,16,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,31,0,0,0,0,2,231
ID346,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,26,0,0,15,0,3,274
ID347,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,22,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,174
ID348,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,2,2,0,0,0,0,10,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,137
ID349,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,2,2,0,1,3,2,0,0,0,0,3,0,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,169
ID35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID350,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
ID351,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,8,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151,10,0,0,2,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,632
ID352,0,0,0,0,1,0,11,0,0,0,1,1,2,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,13,0,3,6,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,337,0,5,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,26,28,0,0,0,0,0,0,0,0,0,0,2,1418
ID353,0,0,0,0,0,0,8,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,4,1,0,444,0,0,2,1,0,0,0,5,0,0,0,1,0,0,0,1,0,1,0,28,6,0,0,0,0,0,1,0,0,0,0,1,1600
ID354,10,1,0,2,0,0,11,0,0,0,2,9,8,1,0,33,1,0,1,9,0,0,11,0,32,0,0,0,0,2,0,3,4,0,1,4,0,0,0,3,0,1,0,3,15,0,5,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,1,1,0,1187,11,1,18,3,0,0,4,13,0,0,0,1,1,0,0,8,0,6,0,288,61,0,4,0,4,0,1,0,0,0,0,3,5390
ID355,9,0,0,3,5,0,8,0,0,0,2,2,0,0,0,16,2,0,0,10,0,2,0,0,40,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,1,0,3,22,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19,0,0,6,1,0,1094,1,0,5,2,0,0,0,11,0,0,3,1,1,0,1,5,0,31,0,74,18,0,2,1,1,0,0,0,0,0,0,4,4255
ID356,5,0,0,8,6,0,42,0,0,0,1,8,2,0,0,70,25,0,0,6,0,3,0,0,27,1,0,0,0,0,1,2,0,0,0,9,0,2,6,2,0,23,0,7,57,0,12,0,1,0,0,0,4,0,1,0,0,0,0,0,2,0,5,0,1,6,7,0,1975,10,2,7,8,0,3,0,27,0,0,1,3,9,2,1,10,0,48,0,43,64,0,3,11,5,0,0,0,0,0,1,14,7710
ID357,46,8,0,34,50,0,83,0,1,0,4,35,4,10,0,123,42,0,1,32,0,15,7,0,10,1,0,0,0,2,0,1,14,0,113,7,0,2,3,9,0,6,1,19,32,0,4,0,1,0,0,0,14,2,12,2,0,0,0,1,7,0,83,0,2,22,44,1,324,91,70,14,10,0,10,0,94,2,2,4,6,64,1,0,85,0,58,0,74,86,0,20,24,3,0,30,0,0,0,6,42,6050
ID358,6,0,0,2,2,0,17,0,0,0,0,2,0,0,0,15,4,0,0,4,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,31,4,2,5,1,0,5,0,8,0,0,5,1,15,0,0,4,1,38,1,2,5,0,1,3,0,0,2,0,1,1,0,12,781
ID359,3,0,0,1,5,0,5,0,0,0,1,1,0,0,0,12,0,0,1,2,0,6,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,39,6,0,7,9,0,0,0,0,7,0,7,0,0,0,1,5,1,0,6,0,22,0,0,2,0,0,0,0,0,2,0,0,0,0,4,488
ID36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID360,13,2,0,1,21,0,64,0,0,0,0,17,0,11,1,92,2,0,5,7,0,0,1,0,4,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,1,2,59,0,19,2,2,5,2,0,15,0,44,2,0,2,3,16,3,0,26,0,131,0,0,3,0,3,0,0,0,5,0,0,0,0,18,1913
ID361,75,2,0,11,115,1,92,0,0,0,0,32,0,1,1,206,9,0,2,51,1,13,12,0,3,0,0,0,1,2,1,0,42,2,0,22,0,0,0,3,0,1,0,5,6,0,23,0,0,0,3,0,11,0,11,0,0,0,0,0,6,0,25,0,0,19,58,11,16,17,1,11,2,1,9,1,63,0,0,6,5,52,1,1,41,55,3856,0,1,19,0,3,25,1,0,8,1,5,2,2,22,15483
ID362,867,22,1,501,946,3,527,0,31,649,12,334,4,53,112,2109,73,0,20,572,9,199,42,0,35,23,5,3,75,58,18,39,4075,0,1,236,0,25,0,94,3,6,5,122,159,1,155,0,0,27,0,2,132,2,302,18,2,6,0,1,87,5,196,35,7,203,1359,734,291,779,26,224,226,0,92,25,531,31,12,237,100,528,143,44,831,349,4141,8,42,70,0,50,233,27,0,211,0,23,12,75,132,72730
ID363,27,0,0,9,113,0,54,0,0,0,1,10,0,0,7,145,6,0,2,22,0,6,1,0,0,1,0,0,1,2,2,1,174,0,0,3,0,0,0,2,0,2,0,1,13,0,8,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,3,0,0,12,21,9,8,19,1,15,6,0,5,0,26,0,0,5,8,192,8,1,19,11,428,0,0,2,0,1,15,1,0,11,0,1,0,2,20,4229
ID364,448,8,18,148,585,0,322,0,6,3,0,76,4,14,77,960,64,0,32,314,1,46,26,0,13,25,1,1,2,42,9,17,225,1,4,27,1,4,1,6,3,2,2,32,59,1,41,0,0,9,0,0,87,0,149,7,1,9,0,0,36,46,167,25,32,87,170,15,227,280,19,63,9,1,49,9,194,16,2,38,25,192,26,14,261,42,1816,2,18,26,0,7,168,8,0,88,1,19,2,82,129,24665
ID365,190,5,2,94,226,0,693,0,2,15,2,27,42,4,35,619,23,0,23,129,0,36,17,0,6,27,0,0,2,19,6,12,121,0,1,20,0,2,0,7,0,1,0,17,22,0,29,0,0,0,0,0,30,0,86,2,0,2,0,0,17,0,77,5,3,56,46,2,34,133,15,26,7,0,186,0,115,0,3,9,11,80,46,9,78,11,333,1,2,24,0,19,6,2,0,24,0,35,10,8,55,12206
ID366,160,13,3,103,159,0,1568,0,8,4377,6,83,10,41,3,369,364,0,13,140,0,25,17,1,15,88,0,0,0,61,20,82,47,0,0,46,0,1,0,3,0,0,0,148,45,0,205,0,0,6,2,4,113,0,262,3,0,1,0,4,24,5,77,35,2,38,57,0,86,123,37,75,7,1,400,6,441,6,1,9,40,158,121,28,110,10,313,0,19,7,0,23,45,29,35,42,1,6,2,8,50,28710
ID367,301,29,5,250,337,0,4278,0,8,95,5,168,3,23,3,1149,102,0,31,238,6,61,26,4,28,30,6,1,6,609,30,42,37,0,4,54,0,5,3,61,3,6,0,160,84,5,282,1,0,4,2,1,102,0,229,14,0,0,0,19,45,0,120,102,4,158,105,1,140,513,53,105,10,7,1545,19,523,0,0,13,98,262,1120,85,154,19,441,8,22,12,2,18,92,21,6,113,0,26,7,42,104,44207
ID368,267,28,61,377,262,3,4903,0,42,18,70,198,7,27,4,570,78,0,53,175,1,59,37,1,37,26,0,0,6,488,38,48,25,1,0,114,2,4,0,19,6,23,0,54,64,3,391,1,3,13,5,3,113,1,157,4,0,5,0,4,13,8,211,97,6,215,176,4,81,541,47,155,29,1,2186,3,604,4,2,17,57,550,3342,48,135,10,380,8,34,83,0,53,56,18,3,106,0,14,1,26,107,54406
ID369,56,4,0,34,59,2,1152,1,4,0,4,57,1,23,0,283,26,0,25,34,0,17,5,0,9,3,0,0,0,52,13,5,10,0,0,12,0,4,0,6,0,1,0,18,21,1,40,0,0,1,0,0,34,0,78,4,0,2,0,0,2,0,66,3,1,16,30,0,31,78,20,26,3,0,233,1,111,0,2,5,13,73,128,15,58,2,180,2,2,2,0,0,16,4,0,39,1,4,0,3,17,9861
ID37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
